Grupo Descuento/Recargo;Mes;Centro deportivo;Distrito;Grupo de actividad deportiva;Sexo;Nº Descuentos
EDAD INFANTIL;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD INFANTIL;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;614
EDAD INFANTIL;2017.01 ENERO;EL ESPINILLO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;609
EDAD INFANTIL;2017.01 ENERO;EL ESPINILLO II;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD INFANTIL;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;100
EDAD INFANTIL;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;115
EDAD INFANTIL;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;294
EDAD INFANTIL;2017.01 ENERO;FÉLIX RUBIO;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;2
EDAD INFANTIL;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;3
EDAD INFANTIL;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;386
EDAD INFANTIL;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;373
EDAD INFANTIL;2017.01 ENERO;PLATA Y CASTAÑAR;VILLAVERDE                                        ;SERVICIOS DE MEDICINA;MASCULINO;2
EDAD INFANTIL;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;674
EDAD INFANTIL;2017.01 ENERO;RAÚL GONZÁLEZ;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;616
EDAD INFANTIL;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;91
EDAD INFANTIL;2017.01 ENERO;SAN CRISTÓBAL;VILLAVERDE                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;63
EDAD INFANTIL;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;123
EDAD INFANTIL;2017.02 FEBRERO;ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;110
EDAD INFANTIL;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;229
EDAD INFANTIL;2017.02 FEBRERO;CENTRO INTEGRADO ARGANZUELA;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;250
EDAD INFANTIL;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;400
EDAD INFANTIL;2017.02 FEBRERO;MARQUÉS DE SAMARANCH;ARGANZUELA                                        ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;407
EDAD INFANTIL;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;MASCULINO;4
EDAD INFANTIL;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;532
EDAD INFANTIL;2017.02 FEBRERO;BARAJAS;BARAJAS                                           ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;497
EDAD INFANTIL;2017.02 FEBRERO;LA MINA;CARABANCHEL                                       ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ABONO DEPORTE MADRID;MASCULINO;3
EDAD INFANTIL;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;348
EDAD INFANTIL;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;419
EDAD INFANTIL;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;344
EDAD INFANTIL;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;9
EDAD INFANTIL;2017.02 FEBRERO;PRADILLO;CHAMARTIN                                         ;SERVICIOS DE MEDICINA;MASCULINO;10
EDAD INFANTIL;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;344
EDAD INFANTIL;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;348
EDAD INFANTIL;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;250
EDAD INFANTIL;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;58
EDAD INFANTIL;2017.02 FEBRERO;CONCEPCIÓN;CIUDAD LINEAL                                     ;SERVICIOS DE MEDICINA;MASCULINO;5
EDAD INFANTIL;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;45
EDAD INFANTIL;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;FEMENINO;51
EDAD INFANTIL;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;331
EDAD INFANTIL;2017.02 FEBRERO;PUEBLO NUEVO;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;369
EDAD INFANTIL;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ABONO DEPORTE MADRID;MASCULINO;2
EDAD INFANTIL;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;322
EDAD INFANTIL;2017.02 FEBRERO;SAN JUAN BAUTISTA;CIUDAD LINEAL                                     ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;282
EDAD INFANTIL;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;520
EDAD INFANTIL;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;580
EDAD INFANTIL;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;256
EDAD INFANTIL;2017.02 FEBRERO;LA MASÓ;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;49
EDAD INFANTIL;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;120
EDAD INFANTIL;2017.02 FEBRERO;LA VAGUADA;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;126
EDAD INFANTIL;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;398
EDAD INFANTIL;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;400
EDAD INFANTIL;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;154
EDAD INFANTIL;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;63
EDAD INFANTIL;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;MASCULINO;10
EDAD INFANTIL;2017.02 FEBRERO;VICENTE DEL BOSQUE;FUENCARRAL-ELPARDO                                ;SERVICIOS DE MEDICINA;FEMENINO;7
EDAD INFANTIL;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;MASCULINO;4
EDAD INFANTIL;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ABONO DEPORTE MADRID;FEMENINO;2
EDAD INFANTIL;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;437
EDAD INFANTIL;2017.02 FEBRERO;HORTALEZA;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;551
EDAD INFANTIL;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;98
EDAD INFANTIL;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;49
EDAD INFANTIL;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;67
EDAD INFANTIL;2017.02 FEBRERO;LUIS ARAGONÉS;HORTALEZA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ABONO DEPORTE MADRID;FEMENINO;3
EDAD INFANTIL;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;488
EDAD INFANTIL;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;714
EDAD INFANTIL;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;263
EDAD INFANTIL;2017.02 FEBRERO;ALUCHE;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;95
EDAD INFANTIL;2017.02 FEBRERO;ALUCHE;LATINA                                            ;SERVICIOS DE MEDICINA;FEMENINO;3
EDAD INFANTIL;2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;MASCULINO;9
EDAD INFANTIL;2017.02 FEBRERO;GALLUR;LATINA                                            ;ABONO DEPORTE MADRID;FEMENINO;7
EDAD INFANTIL;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;384
EDAD INFANTIL;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;368
EDAD INFANTIL;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;113
EDAD INFANTIL;2017.02 FEBRERO;GALLUR;LATINA                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;5
EDAD INFANTIL;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;19
EDAD INFANTIL;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;25
EDAD INFANTIL;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;374
EDAD INFANTIL;2017.02 FEBRERO;ALFREDO GOYENECHE;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;356
EDAD INFANTIL;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;268
EDAD INFANTIL;2017.02 FEBRERO;CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;247
EDAD INFANTIL;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
EDAD INFANTIL;2017.02 FEBRERO;CIUDAD DE LOS POETAS;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;74
EDAD INFANTIL;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;307
EDAD INFANTIL;2017.02 FEBRERO;FERNANDO MARTÍN;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;269
EDAD INFANTIL;2017.02 FEBRERO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;256
EDAD INFANTIL;2017.02 FEBRERO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;134
EDAD INFANTIL;2017.02 FEBRERO;JOSÉ MARÍA CAGIGAL;MONCLOA-ARAVACA                                   ;SERVICIOS DE MEDICINA;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;88
EDAD INFANTIL;2017.02 FEBRERO;LA BOMBILLA;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;50
EDAD INFANTIL;2017.02 FEBRERO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;20
EDAD INFANTIL;2017.02 FEBRERO;TENIS CASA DE CAMPO;MONCLOA-ARAVACA                                   ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;7
EDAD INFANTIL;2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;49
EDAD INFANTIL;2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;25
EDAD INFANTIL;2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;163
EDAD INFANTIL;2017.02 FEBRERO;LA ELIPA;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;33
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ABONO DEPORTE MADRID;MASCULINO;2
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;7
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;405
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;340
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;420
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;274
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;SERVICIOS DE MEDICINA;MASCULINO;3
EDAD INFANTIL;2017.02 FEBRERO;MORATALAZ;MORATALAZ                                         ;SERVICIOS DE MEDICINA;FEMENINO;3
EDAD INFANTIL;2017.02 FEBRERO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;712
EDAD INFANTIL;2017.02 FEBRERO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;724
EDAD INFANTIL;2017.02 FEBRERO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;121
EDAD INFANTIL;2017.02 FEBRERO;ALBERTO GARCÍA;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;42
EDAD INFANTIL;2017.02 FEBRERO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MASCULINO;4
EDAD INFANTIL;2017.02 FEBRERO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;FEMENINO;4
EDAD INFANTIL;2017.02 FEBRERO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;363
EDAD INFANTIL;2017.02 FEBRERO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;383
EDAD INFANTIL;2017.02 FEBRERO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;161
EDAD INFANTIL;2017.02 FEBRERO;ENTREVÍAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;102
EDAD INFANTIL;2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;190
EDAD INFANTIL;2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;524
EDAD INFANTIL;2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;33
EDAD INFANTIL;2017.02 FEBRERO;PALOMERAS;PUENTE DE VALLECAS                                ;SERVICIOS DE MEDICINA;MASCULINO;5
EDAD INFANTIL;2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;MASCULINO;5
EDAD INFANTIL;2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ABONO DEPORTE MADRID;FEMENINO;4
EDAD INFANTIL;2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;407
EDAD INFANTIL;2017.02 FEBRERO;PUENTE DE VALLECAS;PUENTE DE VALLECAS                                ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;490
EDAD INFANTIL;2017.02 FEBRERO;DAOÍZ Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;MASCULINO;3
EDAD INFANTIL;2017.02 FEBRERO;DAOÍZ Y VELARDE;RETIRO                                            ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;DAOÍZ Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;2
EDAD INFANTIL;2017.02 FEBRERO;DAOÍZ Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;354
EDAD INFANTIL;2017.02 FEBRERO;DAOÍZ Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;387
EDAD INFANTIL;2017.02 FEBRERO;DAOÍZ Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;183
EDAD INFANTIL;2017.02 FEBRERO;DAOÍZ Y VELARDE;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;5
EDAD INFANTIL;2017.02 FEBRERO;ESTANQUE DEL RETIRO;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;8
EDAD INFANTIL;2017.02 FEBRERO;ESTANQUE DEL RETIRO;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;10
EDAD INFANTIL;2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;100
EDAD INFANTIL;2017.02 FEBRERO;LA CHOPERA;RETIRO                                            ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;73
EDAD INFANTIL;2017.02 FEBRERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ABONO DEPORTE MADRID;FEMENINO;1
EDAD INFANTIL;2017.02 FEBRERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;348
EDAD INFANTIL;2017.02 FEBRERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;483
EDAD INFANTIL;2017.02 FEBRERO;GIMNASIO MOSCARDÓ;SALAMANCA                                         ;SERVICIOS DE MEDICINA;FEMENINO;3
EDAD INFANTIL;2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ABONO DEPORTE MADRID;MASCULINO;1
EDAD INFANTIL;2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;MASCULINO;462
EDAD INFANTIL;2017.02 FEBRERO;SAN BLAS;SAN BLAS                                          ;ACTIVIDADES DEPORTIVAS DIRIGIDAS;FEMENINO;509
