Codigo_temporada	Codigo_competicion	Codigo_fase	Codigo_grupo	Codigo_equipo	Posicion	Puntos	Partidos_jugados	Partidos_ganados	Partidos_empatados	Partidos_perdidos	Goles_favor	Goles_contra	Nombre_temporada	Nombre_competicion	Nombre_fase	Nombre_grupo	Nombre_deporte	Nombre_categoria	Nombre_equipo	Nombre-Sexo	Nombre_distrito
2025	8939	9858	27307	182779	11	11.00	12	3	2	7	45	71	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM BAR SAB MAÑ FS BEN MIX	FUTBOL SALA	BENJAMIN 	FEC JESÚS ALARÓ A	MIXTO	Barajas
2025	8939	9858	27307	183146	9	14.00	12	4	2	6	38	55	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM BAR SAB MAÑ FS BEN MIX	FUTBOL SALA	BENJAMIN 	SAN PEDRO B	MIXTO	Barajas
2025	8939	9858	27307	182806	10	12.00	12	4	0	8	51	69	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM BAR SAB MAÑ FS BEN MIX	FUTBOL SALA	BENJAMIN 	ZARAGOZA ALARÓ B	MIXTO	Barajas
2025	8939	9858	27307	181054	12	3.00	12	1	0	11	27	99	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM BAR SAB MAÑ FS BEN MIX	FUTBOL SALA	BENJAMIN 	Ciudad Pegaso B	MIXTO	Barajas
2025	8939	9858	27307	183604	13	3.00	12	1	0	8	22	89	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM BAR SAB MAÑ FS BEN MIX	FUTBOL SALA	BENJAMIN 	Gaudem	MIXTO	Barajas
2025	8956	9926	28533	181327	1	27.00	14	13	0	1	813	429	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	EntreBasket Palomeras Bajas	MASCULINO	Villa de Vallecas
2025	8956	9926	28533	180653	2	27.00	14	13	0	1	746	480	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	OBISPO PERELLÓ	MASCULINO	Villa de Vallecas
2025	8956	9926	28533	183842	4	21.00	14	7	0	7	567	527	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	MARIA RODRIGO. ENSANCHE VK C	MASCULINO	Villa de Vallecas
2025	8956	9926	28533	182378	3	23.00	14	9	0	5	603	531	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	STELLA MARIS	MASCULINO	Villa de Vallecas
2025	8956	9926	28533	181580	5	19.00	14	5	0	9	514	655	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	GSD LAS SUERTES	MASCULINO	Villa de Vallecas
2025	8956	9926	28533	182374	6	19.00	14	5	0	9	492	635	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	CDE VICÁLVARO BALONCESTO	MASCULINO	Villa de Vallecas
2025	8956	9926	28533	183027	7	17.00	14	3	0	11	480	684	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	CDE BALONCESTO DOS MÁS UNO	MASCULINO	Villa de Vallecas
2025	8956	9926	28533	183561	8	15.00	14	1	0	13	449	723	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV BC CAD MAS	BALONCESTO	CADETE 	IES VALLECAS I	MASCULINO	Villa de Vallecas
2025	8947	9890	27942	182848	1	31.00	13	10	1	0	62	28	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT FS INF MAS	FUTBOL SALA	INFANTIL 	IES GRAN CAPITÁN	MASCULINO	Latina
2025	8947	9890	27942	182837	2	30.00	13	10	0	3	57	23	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT FS INF MAS	FUTBOL SALA	INFANTIL 	EM ALUCHE FS "X"	MASCULINO	Latina
2025	8947	9890	27942	182842	3	24.00	13	8	0	5	48	36	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT FS INF MAS	FUTBOL SALA	INFANTIL 	EM ALUCHE FS "Y"	MASCULINO	Latina
2025	8947	9890	27942	182760	5	16.00	13	5	1	7	35	38	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT FS INF MAS	FUTBOL SALA	INFANTIL 	AV MANZANARES	MASCULINO	Latina
2025	8947	9890	27942	182858	4	17.00	13	5	2	6	23	27	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT FS INF MAS	FUTBOL SALA	INFANTIL 	EM ALUCHE FS "W"	MASCULINO	Latina
2025	8947	9890	27942	182851	6	15.00	13	4	3	6	38	38	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT FS INF MAS	FUTBOL SALA	INFANTIL 	EM ALUCHE FS "Z"	MASCULINO	Latina
2025	8947	9890	27942	182789	7	10.00	13	3	1	9	30	57	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM LAT FS INF MAS	FUTBOL SALA	INFANTIL 	CDB SPORTING LAS ÁGUILAS MERCADO DE LAS ÁGUILAS	MASCULINO	Latina
2025	8944	9878	27653	182491	3	14.00	15	0	14	0	0	6	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM CIU LUNVIE FS PBJ MIX	FUTBOL SALA	PREBENJAMIN 	Arturo Soria	MIXTO	Ciudad Lineal
2025	8944	9878	27653	180712	4	13.00	13	0	13	0	0	0	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM CIU LUNVIE FS PBJ MIX	FUTBOL SALA	PREBENJAMIN 	AMPA Caridad del Cobre	MIXTO	Ciudad Lineal
2025	8944	9878	27653	183348	5	13.00	13	0	13	0	0	0	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM CIU LUNVIE FS PBJ MIX	FUTBOL SALA	PREBENJAMIN 	AD San Pascual Montpellier	MIXTO	Ciudad Lineal
2025	8944	9878	27653	182422	1	15.00	15	0	15	0	0	0	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM CIU LUNVIE FS PBJ MIX	FUTBOL SALA	PREBENJAMIN 	ADC Joyfe 'A'	MIXTO	Ciudad Lineal
2025	8944	9878	27653	181728	6	13.00	14	0	13	0	0	6	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM CIU LUNVIE FS PBJ MIX	FUTBOL SALA	PREBENJAMIN 	Colegio Espiritu Santo	MIXTO	Ciudad Lineal
2025	8944	9878	27653	182345	2	14.00	14	0	14	0	0	0	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM CIU LUNVIE FS PBJ MIX	FUTBOL SALA	PREBENJAMIN 	ADC Joyfe 'B'	MIXTO	Ciudad Lineal
2025	8948	9895	29885	186229	2	7.00	3	2	0	1	5	2	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	SEGUNDA FASE GRUPO 46 JDM	JDM MON SABDOM MAÑ TAR VB JUV FEM B2	VOLEIBOL	JUVENIL 	CLUB VOLEIBOL VALDEMORO DELTA	FEMENINO	Moncloa - Aravaca
2025	8948	9895	29885	186230	3	4.00	3	1	0	2	3	4	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	SEGUNDA FASE GRUPO 46 JDM	JDM MON SABDOM MAÑ TAR VB JUV FEM B2	VOLEIBOL	JUVENIL 	PLAZA CASTILLA BLANCO	FEMENINO	Moncloa - Aravaca
2025	8948	9895	29885	186228	1	7.00	3	3	0	0	6	2	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	SEGUNDA FASE GRUPO 46 JDM	JDM MON SABDOM MAÑ TAR VB JUV FEM B2	VOLEIBOL	JUVENIL 	CDE. VALDERAS. DOC	FEMENINO	Moncloa - Aravaca
2025	8948	9895	29885	186231	4	.00	3	0	0	3	0	6	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	SEGUNDA FASE GRUPO 46 JDM	JDM MON SABDOM MAÑ TAR VB JUV FEM B2	VOLEIBOL	JUVENIL 	Valverde	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28035	180819	1	23.00	12	11	0	1	23	6	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM B	VOLEIBOL	CADETE 	CDE VALDESANFER	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28035	183663	2	22.00	12	10	0	2	21	7	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM B	VOLEIBOL	CADETE 	Montealto B	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28035	181305	3	19.00	12	7	0	5	15	14	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM B	VOLEIBOL	CADETE 	Educa&Play B	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28035	181473	4	17.00	12	5	0	7	15	16	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM B	VOLEIBOL	CADETE 	fuenllana	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28035	180877	5	16.00	12	4	0	8	12	18	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM B	VOLEIBOL	CADETE 	SAD COLEGIO VALDELUZ B	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28035	181613	6	15.00	12	3	0	9	8	19	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM B	VOLEIBOL	CADETE 	C.D. LAS TABLAS "B"	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28035	180809	7	12.00	12	2	0	9	6	20	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM B	VOLEIBOL	CADETE 	ESTUDIO AMARILLO	FEMENINO	Moncloa - Aravaca
2025	8946	9886	27843	180607	1	28.00	14	14	0	0	739	359	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	DINAMICA A	MASCULINO	Hortaleza
2025	8946	9886	27843	182428	3	23.00	14	9	0	5	448	401	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	C.D. DOSA	MASCULINO	Hortaleza
2025	8946	9886	27843	181035	2	23.00	14	9	0	5	432	402	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	MV	MASCULINO	Hortaleza
2025	8946	9886	27843	180608	4	20.00	14	6	0	8	381	427	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	DINAMICA B	MASCULINO	Hortaleza
2025	8946	9886	27843	180968	5	19.00	14	6	0	7	389	418	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	FOMENTO LAS TABLAS	MASCULINO	Hortaleza
2025	8946	9886	27843	182014	6	19.00	14	6	0	7	459	427	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	Aldovea	MASCULINO	Hortaleza
2025	8946	9886	27843	181741	8	16.00	14	2	0	12	283	532	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	Pablo picasso	MASCULINO	Hortaleza
2025	8946	9886	27843	181383	7	17.00	14	4	0	9	345	510	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR BC JUVENIL MASC DOM	BALONCESTO	JUVENIL 	SPÍNOLA CHAMARTÍN	MASCULINO	Hortaleza
2025	8948	9894	28056	180729	1	26.00	14	12	0	2	26	5	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	CV VALDETORRES	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28056	180790	3	24.00	14	10	0	4	23	10	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	BFO-CHV1995	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28056	181002	2	25.00	14	11	0	3	23	10	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	ABV Boadilla Verde	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28056	180804	4	22.00	14	8	0	6	19	15	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	club deportivo villaamil	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28056	180830	5	19.00	14	5	0	9	15	21	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	SAD COLEGIO VALDELUZ A	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28056	183678	6	19.00	14	5	0	9	11	21	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	C.D.LAS TABLAS "D"	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28056	183679	7	16.00	14	2	0	12	6	26	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	C.D.LAS TABLAS "E"	FEMENINO	Moncloa - Aravaca
2025	8948	9894	28056	180785	8	14.00	14	3	0	10	8	23	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM MON SAB MAÑ TAR VB CAD FEM D	VOLEIBOL	CADETE 	ESTUDIO AZUL	FEMENINO	Moncloa - Aravaca
2025	8952	9910	28371	183213	1	39.00	14	13	0	1	109	21	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	FC Real BATERIAS	MASCULINO	San Blas - Canillejas
2025	8952	9910	28371	180896	2	34.00	14	11	1	2	66	26	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	ESCUELA DEPORTIVA ADAE SIMANCAS	MASCULINO	San Blas - Canillejas
2025	8952	9910	28371	180676	3	27.00	14	9	0	5	77	40	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	C.D. DOSA	MASCULINO	San Blas - Canillejas
2025	8952	9910	28371	181820	4	23.00	14	8	1	4	69	38	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	Fs España sub-17	MASCULINO	San Blas - Canillejas
2025	8952	9910	28371	183017	5	14.00	14	4	2	8	55	83	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	Luis Vives	MASCULINO	San Blas - Canillejas
2025	8952	9910	28371	183009	6	10.00	14	4	0	8	42	81	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	Come y bebe FC	MASCULINO	San Blas - Canillejas
2025	8952	9910	28371	181553	7	9.00	14	2	3	9	29	79	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	CFS EUROSIRIS	MASCULINO	San Blas - Canillejas
2025	8952	9910	28371	182274	8	3.00	14	1	1	11	17	96	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM SAN DOM MAÑ FS JUV MAS	FUTBOL SALA	JUVENIL 	A.D. ESCUDER	MASCULINO	San Blas - Canillejas
2025	8956	9926	28538	184320	1	12.00	4	4	0	0	57	6	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK ALE MIX B	HOCKEY SALA	ALEVIN 	PINTOR ROSALES A	MIXTO	Villa de Vallecas
2025	8956	9926	28538	184319	3	8.00	4	1	2	1	29	20	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK ALE MIX B	HOCKEY SALA	ALEVIN 	PATRIARCA OBISPO EIJO GARAY 	MIXTO	Villa de Vallecas
2025	8956	9926	28538	184321	4	7.00	4	1	1	2	24	29	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK ALE MIX B	HOCKEY SALA	ALEVIN 	PINTOR ROSALES B	MIXTO	Villa de Vallecas
2025	8956	9926	28538	184300	2	9.00	4	2	1	1	26	20	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK ALE MIX B	HOCKEY SALA	ALEVIN 	CLAUDIO MOYANO	MIXTO	Villa de Vallecas
2025	8956	9926	28538	184301	5	4.00	4	0	0	4	0	61	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK ALE MIX B	HOCKEY SALA	ALEVIN 	IGNACIO ZULOAGA	MIXTO	Villa de Vallecas
2025	8956	9926	28534	184329	1	12.00	4	4	0	0	30	1	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX A	HOCKEY SALA	BENJAMIN 	ANTONIO FONTAN	MIXTO	Villa de Vallecas
2025	8956	9926	28534	184333	2	9.00	4	2	1	1	12	9	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX A	HOCKEY SALA	BENJAMIN 	LORENZO LUZURIAGA A	MIXTO	Villa de Vallecas
2025	8956	9926	28534	184331	3	9.00	4	2	1	1	10	10	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX A	HOCKEY SALA	BENJAMIN 	INFANTA LEONOR B	MIXTO	Villa de Vallecas
2025	8956	9926	28534	184330	4	5.00	4	0	1	3	0	13	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX A	HOCKEY SALA	BENJAMIN 	INFANTA LEONOR A	MIXTO	Villa de Vallecas
2025	8956	9926	28534	184334	5	5.00	4	0	1	3	0	19	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX A	HOCKEY SALA	BENJAMIN 	LORENZO LUZURIAGA B	MIXTO	Villa de Vallecas
2025	8956	9926	28535	184340	1	12.00	4	4	0	0	35	3	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX B	HOCKEY SALA	BENJAMIN 	PATRIARCA OBISPO EIJO GARAY B	MIXTO	Villa de Vallecas
2025	8956	9926	28535	184343	2	10.00	4	3	0	1	38	9	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX B	HOCKEY SALA	BENJAMIN 	SAN JUAN BAUTISTA  A	MIXTO	Villa de Vallecas
2025	8956	9926	28535	184341	4	7.00	4	1	1	2	3	23	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX B	HOCKEY SALA	BENJAMIN 	PINTOR ROSALES	MIXTO	Villa de Vallecas
2025	8956	9926	28535	184344	3	7.00	4	1	1	2	4	15	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX B	HOCKEY SALA	BENJAMIN 	SAN JUAN BAUTISTA  B	MIXTO	Villa de Vallecas
2025	8956	9926	28535	184339	5	4.00	4	0	0	4	6	36	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VIV HK BEN MIX B	HOCKEY SALA	BENJAMIN 	PATRIARCA OBISPO EIJO GARAY A	MIXTO	Villa de Vallecas
2025	8945	9882	27723	181302	1	27.00	14	13	0	1	586	212	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	valdeluz	FEMENINO	Fuencarral - El Pardo
2025	8945	9882	27723	181532	2	25.00	14	11	0	3	425	322	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	ESCUELA BARRIO DEL PILAR	FEMENINO	Fuencarral - El Pardo
2025	8945	9882	27723	181505	3	23.00	14	9	0	5	381	394	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	COLEGIO TRES OLIVOS A	FEMENINO	Fuencarral - El Pardo
2025	8945	9882	27723	181549	4	21.00	14	7	0	7	439	444	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	Montealto	FEMENINO	Fuencarral - El Pardo
2025	8945	9882	27723	181692	5	20.00	14	6	0	8	392	390	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	Real Colegio nuestra Señora de Loreto	FEMENINO	Fuencarral - El Pardo
2025	8945	9882	27723	181353	6	19.00	14	5	0	9	421	451	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	FUNDACIÓN BALIA	FEMENINO	Fuencarral - El Pardo
2025	8945	9882	27723	181044	7	17.00	14	4	0	9	287	466	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	CDE Valdesanfer	FEMENINO	Fuencarral - El Pardo
2025	8945	9882	27723	181073	8	15.00	14	1	0	13	311	563	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM FUE BC CAD FEM	BALONCESTO	CADETE 	EFBM FERNANDO MARTIN 	FEMENINO	Fuencarral - El Pardo
2025	8946	9886	27851	183595	1	37.00	14	12	1	1	70	24	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	ESTUDIO LAS NACIONES	MIXTO	Hortaleza
2025	8946	9886	27851	182726	2	37.00	14	12	1	1	74	24	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	COLEGIO REGGIO - ALEVÍN A	MIXTO	Hortaleza
2025	8946	9886	27851	183650	3	27.00	14	9	0	5	56	34	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	UNIFUTSAL PARACUELOS	MIXTO	Hortaleza
2025	8946	9886	27851	181317	4	21.00	14	7	0	7	60	34	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	S. Sacramento A	MIXTO	Hortaleza
2025	8946	9886	27851	181042	5	18.00	14	6	0	8	35	55	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	LA INMACULADA DE  HORTALEZA "A"	MIXTO	Hortaleza
2025	8946	9886	27851	181124	6	16.00	14	5	1	8	49	59	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	S Sacramento 	MIXTO	Hortaleza
2025	8946	9886	27851	182738	7	9.00	14	3	0	11	32	65	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	COLEGIO REGGIO - ALEVÍN B	MIXTO	Hortaleza
2025	8946	9886	27851	181360	8	1.00	14	0	1	13	15	96	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM HOR SAB FS ALE MIX	FUTBOL SALA	ALEVIN 	LA INMACULADA DE  HORTALEZA "B"	MIXTO	Hortaleza
2025	8949	9898	28146	181587	1	28.00	14	14	0	0	28	1	2025/2026	46 JUEGOS DEPORTIVOS MUNICIPALES	FASE GRUPO 46 JDM	JDM VAL palom VB JUV FEM G1	VOLEIBOL	JUVENIL 	CD CIUDAD DE LOS MUCHACHOS A	FEMENINO	Puente de Vallecas
